l_id,company,title,location,level,posted,url,description
4148160644,Fulcrum GT,Software Engineering Summer Associate [CHI],"Hoffman Estates, IL",Entry level,2025-02-11 23:18:56,https://www.linkedin.com/jobs/view/software-engineering-summer-associate-chi-at-fulcrum-gt-4148160644?trk=public_jobs_topcard-title,"
JOB DESCRIPTIONAs a Software Engineering Summer Associate at Startup Camp, you will be responsible for building ground-breaking products from inception to launch. Your code, talents, and teamwork skills will help take a product from a fragile idea to something that amazes and delights users, overcoming technical challenges along the way.You will:Hit the ground running and begin writing meaningful shipping code by the end of week one, so you will need to have relevant software development experience.Embrace core concepts and design patterns used in modern software engineering, including object-oriented, protocol-oriented, and reactive programming.Review code from peer engineers to promulgate best practices.Communicate development status to stakeholders—technical or otherwise.Learn and leverage relevant new technologies, tools, methods and processes in your development efforts.QUALIFICATIONSCurrently pursuing or recently completed a Bachelor's or advanced degree in Computer Science or a related field from a top-tier university/college, or able to demonstrate significant relevant professional experience.Experience developing in a high-level programming language (Python, JavaScript, Java, Swift, etc.).Knowledge and experience of approaches and tools for automated testing.You must be fully available—onsite—from 19 May 2025 through 15 August 2025.COMPENSATION & PERKSCompetitive salary based on experienceOpportunities for travelSocial and team-building eventsFully stocked kitchen with assorted drinks & snacksProfessional development through mentors, training, and networkingFuture opportunities—simplified pathway to employment
"
4148158551,i360 Solutions Ltd (Malta),"Jr Software Engineer (Part-Time, Fixed Term)",United States,Entry level,2025-02-11 23:18:56,https://www.linkedin.com/jobs/view/jr-software-engineer-part-time-fixed-term-at-i360-solutions-ltd-malta-4148158551?trk=public_jobs_topcard-title,"
          ITHAKA's mission is to expand access to knowledge and education around the world. Our services — Artstor, JSTOR, Portico, and Ithaka S+R — enable people everywhere to learn, to grow, and to overcome historical barriers to education. In carrying out our mission, as employees we feel a deep responsibility to each other and our well-being, and are committed to building and sustaining a diverse, equitable, and inclusive workplace.The RoleITHAKA is seeking a Junior Software Engineer to work part time for 8 weeks and be a part of our JSTOR development team while we work on critical projects related to generative AI and helping users change the way they do research.ResponsibilitiesThe successful candidate will have a high degree of intellectual curiosity, excellent problem-solving skills, and strong communication and interpersonal skills. We look for candidates that possess a passion for continuous improvement and the ability to optimize code for clarity and reliability as well as performance.As a Junior Software Engineer, you will be expected to:Participate as an empowered member of a collaborative Agile team to design, develop, and maintain high-performance applications.Leverage continuous deployment and test automation tools in order to deploy application changes to production multiple times per day.Interact with internal and external customers to understand their needs and lead the development of web applications to meet those needs.Implement rich, interactive web applications using the latest technologies, frameworks, and patterns.Leverage web analytics to support Product Discovery and to measure project KPIs.Test, measure, and optimize performance using Application Performance Management tools. Experience and SkillsSome experience building user interfaces with HTML, CSS/SCSS, JavaScript/TypeScript, and React/Vue.Knowledge of server-side applications (Node.js frameworks, Python frameworks, or similar).Knowledge of build tools such as Webpack or Grunt.Willingness and ability to learn new approaches and emerging technology quickly.Familiarity with implementing a responsive design with UI frameworks like Foundation or Bootstrap.Ability to conduct unit testing in JavaScript (Jest or QUnit) and/or PythonKnowledge about accessibility, usability, information architecture, and interaction design principles.Compensation & BenefitsAt ITHAKA we believe in openness and equity. Part of living those values is our commitment to clarity about salary, so candidates know what to expect. The part time salary for this position is $36,6288 - $45,794 per year. Base pay may vary with job-related knowledge, skills, experience, market location, and geography. Our total compensation package includes a no-cost health insurance premium option, an employer-funded retirement plan, and a generous paid time off program for all benefits-eligible staff.Work for ITHAKA We are committed to our organizational values of belonging, evidence, speed, teamwork, and trust. We take inclusion seriously. Belonging is one of our core values, and it shows in our vibrant culture. People from a wide range of backgrounds work at ITHAKA, and we believe that unique perspectives help us realize new insights and build better solutions.We want to work with people who are passionate about ideas like these and who wish to contribute their perspectives and talents to ITHAKA's mission. We enthusiastically welcome applications from people of all underrepresented backgrounds and credentials. We want to hear your story and include your perspective in the transformative work we aim to do.Learn more about Working at ITHAKA.Apply Now:Although ITHAKA has physical offices in New York and Ann Arbor, Michigan, our employees are distributed across the continental United States. At this time, we're not considering candidates who are unable to work and reside in the continental U.S.Candidates may apply by submitting an application online through our career site, if you have any questions about your application, please contact us at careers@ithaka.org. ITHAKA is committed to providing reasonable accommodations, if there's anything we can do to accommodate any portion of the application or hiring process, please contact us at accommodations@ithaka.org.We are proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants receive consideration for employment without regard to race, color, sex, national origin, gender identity, sexual orientation, age, religion, domestic violence victim status, veteran status, disability, history of disability or perceived disability, or other status protected by law. We invite you to read our Equal Employment Opportunity and Affirmative Action Statement. ITHAKA cares about your privacy, learn more about our Applicant Privacy Notice.
        "
4150878982,ImageTrend,Software Developer Intern,United States,Internship,2025-02-11 23:18:57,https://www.linkedin.com/jobs/view/software-developer-intern-at-imagetrend-4150878982?trk=public_jobs_topcard-title,"
About UsImageTrend, Inc. is dedicated to connecting life’s most important data in the healthcare and emergency response community. We deliver software solutions, data analytics and services for EMS, hospitals, community paramedicine (CP), critical care, fire, and preparedness to enable fully integrated patient-centric healthcare and public safety. Our commitment to innovation, its clients, and providing world-class implementation and support is unsurpassed. Based in Lakeville, Minn., ImageTrend combines business analysis, creative design and data driven architecture to offer scalable solutions and strategies for today and the future.Employment at ImageTrend is not just about doing a job; it's about being a part of a community. We are top-notch talent, passionate about making a difference through the work we do together!Description: Under the direction of the Software Development Lead, the Software Developer Intern will contribute to our product lines and help create internal tools that increase efficiency by working with a production-level code base. This role will also offer the opportunity to implement new features, maintain existing code, and collaborate within a team environment—ideal for a candidate with software development experience and a passion for learning.What You'll DoBe a part of an agile software development team and participate in daily stand-ups and feature planningDevelop software solutions for products that are used nationwideReceive regular feedback on coding best practices through code reviewsBe innovative and creative in writing solutions to help users perform their daily tasksRequirementsKnowledge of an OOP language (such as C#), Javascript and database technologies are beneficialWorking towards a degree in Computer Science, Computer & Information Science, Management Information Systems, or related fields in progress preferredDemonstrates quality approach to the software development processExcellent communication skills and ability to work well in team atmosphereStrong analytical and problem-solving capabilitiesDisplays strong abilities to learn new technologies and acquire new skills through independent study, professional training and senior team membersHighly motivated, proactive personalityAbility to produce with minimal supervisionExcellent organizational skills, appreciation of critical timelines and strong work ethicAbility to maintain discretion when handling proprietary and confidential informationEnthusiasm for learning and expanding knowledge or skillsStrong work ethic, integrity, honesty, collaboration and team orientationThis role can be performed 100% virtually anywhere in the US while following our Remote Work Policy.[JM1] Deadline to apply is at least 3 days after the posting date listed.Position Pay Rate: The hourly rate for this role is $20.00/hour. Interns will be scheduled for 40-hour work weeks during the Summer Program and are eligible for Holiday Pay and Sick Days.ImageTrend is an equal opportunity employer and is committed to providing a workplace free from harassment and discrimination. We celebrate the unique differences of our employees because that is what drives curiosity, innovation, and the success of our business. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, gender identity or expression, age, marital status, veteran status, disability status, pregnancy, parental status, genetic information, political affiliation, or any other status protected by the laws or regulations in the locations where we operate. Accommodations are available for applicants with disabilities.If you are unable to submit your application because of incompatible assistive technology or a disability, please contact us at 952-469-1589, and ImageTrend will reasonably accommodate qualified individuals with disabilities to the extent required by applicable law.ImageTrend participates in the Electronic Employment Verification Program (E-Verify) to validate employee Form I-9 documentation. Please visit everify.gov to learn more.Compensation: From $20.00 to $20.00 per hour
        "
4148157991,Relativity,Software Engineering Intern - aiR for Review,United States,Internship,2025-02-11 23:18:57,https://www.linkedin.com/jobs/view/software-engineering-intern-air-for-review-at-relativity-4148157991?trk=public_jobs_topcard-title,"
Posting TypeHybrid/RemoteJob OverviewAre you passionate about AI and transforming the way we handle document reviews? If so, aiR for Review is the place for you! This innovative tool uses the latest in generative AI to transform document review processes through simulating human reviewers, and we're looking for talented individuals to help us push the boundaries even further. As an intern, you'll work alongside our expert team, contributing to the refinement and enhancement of our existing solution. If you're excited about working with the latest technology and making a real impact in the legal industry, this team is for you!Job Description And RequirementsYour Role in Action:Utilize new technologies and popular programming languages to design, build, and test our platform and applications. Work on scalable and dynamic web systems that support integration with multiple search engines, clustering technologies, and client component interaction through web services. Learn to build highly distributable systems composed of multiple databases, processing, and web servers. Participate in the SCRUM process. Troubleshoot and resolve issues. Your SkillsCurrent or recent student pursuing a bachelor's or master's degree in Computer Science, Math, or a related field. Passion for web development. Desire to work with the Agile development methodology. Strong team player. What You'll GainHands-on experience writing code in a large codebase. Opportunity to learn new programming languages such as C# and JavaScript. Experience working in an Agile environment. Enhanced technical skills with a strong emphasis on testing. Join us at Relativity and be part of a dynamic team that is at the forefront of legal tech innovation. Apply now to make a real impact in the legal industry!Relativity is committed to competitive, fair, and equitable compensation practices.This position is eligible for total compensation which includes a competitive base salary, an annual performance bonus, and long-term incentives.The expected salary range for this role is between following values:$48,000 and $63,000The final offered salary will be based on several factors, including but not limited to the candidate's depth of experience, skill set, qualifications, and internal pay equity. Hiring at the top end of the range would not be typical, to allow for future meaningful salary growth in this position.
        "
4148162247,Relativity,Software Engineering Intern - AI Review Integrations,United States,Internship,2025-02-11 23:18:57,https://www.linkedin.com/jobs/view/software-engineering-intern-ai-review-integrations-at-relativity-4148162247?trk=public_jobs_topcard-title,"
Posting TypeHybrid/RemoteJob OverviewReview comprises about 85% of the work within Relativity. Attorneys analyze individual documents and make decisions about the relevance to the case. Recent projects have included displaying results from AI models to the attorneys.Job Description And RequirementsYour Role in Action:Utilize new technologies and popular programming languages to design, build, and test our platform and applications. Work on scalable and dynamic web systems that support integration with multiple search engines, clustering technologies, and client component interaction through web services. Learn to build highly distributable systems composed of multiple databases, processing, and web servers. Participate in the SCRUM process. Troubleshoot and resolve issues. Your SkillsCurrent or recent student pursuing a bachelor's or master's degree in Computer Science, Math, or a related field. Passion for web development. Desire to work with the Agile development methodology. Strong team player. What You'll GainHands-on experience writing code in a large codebase. Opportunity to learn new programming languages such as C# and JavaScript. Experience working in an Agile environment. Enhanced technical skills with a strong emphasis on testing. Join us at Relativity and be part of a dynamic team that is at the forefront of legal tech innovation. Apply now to make a real impact in the legal industry!Relativity is committed to competitive, fair, and equitable compensation practices.This position is eligible for total compensation which includes a competitive base salary, an annual performance bonus, and long-term incentives.The expected salary range for this role is between following values:$48,000 and $63,000The final offered salary will be based on several factors, including but not limited to the candidate's depth of experience, skill set, qualifications, and internal pay equity. Hiring at the top end of the range would not be typical, to allow for future meaningful salary growth in this position.
        "
4148164060,Relativity,Software Engineering Intern - Aqua Viewer,United States,Internship,2025-02-11 23:18:58,https://www.linkedin.com/jobs/view/software-engineering-intern-aqua-viewer-at-relativity-4148164060?trk=public_jobs_topcard-title,"
Posting TypeHybrid/RemoteJob OverviewThe Aqua Viewer team is responsible for displaying documents during the review process. They also apply highlights, searching, and various controls within the view of the document. The work is mostly front end work.Job Description And RequirementsYour Role in Action:Utilize new technologies and popular programming languages to design, build, and test our platform and applications. Work on scalable and dynamic web systems that support integration with multiple search engines, clustering technologies, and client component interaction through web services. Learn to build highly distributable systems composed of multiple databases, processing, and web servers. Participate in the SCRUM process. Troubleshoot and resolve issues. Your SkillsCurrent or recent student pursuing a bachelor's or master's degree in Computer Science, Math, or a related field. Passion for web development. Desire to work with the Agile development methodology. Strong team player. What You'll GainHands-on experience writing code in a large codebase. Opportunity to learn new programming languages such as C# and JavaScript. Experience working in an Agile environment. Enhanced technical skills with a strong emphasis on testing. Join us at Relativity and be part of a dynamic team that is at the forefront of legal tech innovation. Apply now to make a real impact in the legal industry!Relativity is committed to competitive, fair, and equitable compensation practices.This position is eligible for total compensation which includes a competitive base salary, an annual performance bonus, and long-term incentives.The expected salary range for this role is between following values:$48,000 and $63,000The final offered salary will be based on several factors, including but not limited to the candidate's depth of experience, skill set, qualifications, and internal pay equity. Hiring at the top end of the range would not be typical, to allow for future meaningful salary growth in this position.
        "
4150888310,Jobsforce,Machine Learning Engineer,San Francisco Bay Area,Entry level,2025-02-11 23:18:58,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jobsforce-4150888310?trk=public_jobs_topcard-title,"
Are you passionate about AI and automation? Do you thrive on building intelligent systems that revolutionize job search? Jobsforce.ai is looking for a Machine Learning Engineer to join our dynamic team and help shape the future of AI-driven career solutions.🔹 About UsAt Jobsforce.ai, we’re redefining the job search process by leveraging AI to automate resume building, job applications, and applicant tracking. Our platform ensures that users land their dream jobs faster with data-driven insights and automation.💼 Role: Machine Learning Engineer📍 Location: Remote 💰 Compensation: Paid or unpaid 📅 Type: 6 months🚀 Responsibilities🔹 Design, develop, and optimize machine learning models for job matching, resume enhancement, and ATS optimization.🔹 Work with large datasets to build predictive models and improve recommendation accuracy.🔹 Deploy and maintain scalable AI-driven automation for one-click job applications.🔹 Collaborate with data engineers, software developers, and product teams to enhance user experience.🔹 Continuously experiment with NLP, LLMs (Large Language Models), and deep learning techniques to refine job search algorithms.🔍 Requirements✅ Experience in ML/AI Development – 0 years & exceptional portfolio✅ Proficiency in Python, TensorFlow, PyTorch, Scikit-learn✅ Experience with NLP, LLMs (GPT-based models), and recommendation systems✅ Hands-on expertise with AWS, GCP, or Azure AI services✅ Strong background in data processing, feature engineering, and model deployment✅ Ability to scale ML pipelines in production environments✅ Passion for automation and improving the future of job search✨ Bonus Skills (Good to Have!)➕ Experience with AutoML & MLOps➕ Familiarity with ATS (Applicant Tracking Systems) algorithms➕ Knowledge of Graph Neural Networks & Knowledge Graphs🌟 Why Join Us?🚀 Work on groundbreaking AI-driven job search solutions🤖 Be part of a fast-growing startup revolutionizing hiring🌍 Remote-friendly & flexible work culture💡 Innovate with the latest AI/ML technologies*We accept students on CPT or Final Semester only.If you’re excited about leveraging AI for real-world impact and want to change how job seekers land opportunities, we’d love to hear from you!#Hiring #MachineLearning #AI #MLEngineer #JobsforceAI #ArtificialIntelligence #JobSearchTech
"
4150889909,sideby.ai,"AI-enabled Software Developer - Contractor, Part Time",United States,Mid-Senior level,2025-02-11 23:18:58,https://www.linkedin.com/jobs/view/ai-enabled-software-developer-contractor-part-time-at-sideby-ai-4150889909?trk=public_jobs_topcard-title,"
AI-enabled Software Developer (Independent Contractor – Part-Time)Posted: 2/11/25Location: Remote (Hours are 9 AM – 2 PM EST, Mon/Tue/Thu/Fri for this specific contract.Commitment: 20 hours per week (5 hours/day, 4 days/week) for 13 weeksFor the right candidate, we may be able to shift the hours slightly, but not completely.Compensation: $75–$120/hour for a potential total contracted amount of $19,500 to $31,200 (based on experience and expertise, particularly in AI software development)Timeline:Applications accepted on a rolling basis—starting now and open until filled.Hiring process: February 2025Start date: March 3 - With an option to start earlier if we find the right candidate earlierApplication: Only applications submitted through this form will be considered: https://forms.gle/6kzHfTCZLCx7Tnyc8About sidebysideby is an edtech startup building an AI-driven web application designed to amplify and connect educators to improve their AI fluency. We embrace AI-assisted development, rapid iteration, and collaborative innovation to create tools that empower educators and learners.Who You AreYou are an AI-powered developer who thrives in fast-paced, iterative environments. You leverage AI-assisted tools (such as GitHub Copilot, lovable, OpenAI Codex, or similar) to accelerate development, use generative AI for other tasks regularly, and can balance speed with quality. You work best in real-time development cycles, with daily collaboration rather than long-term project-based deliverables. This is important for our current stage of the business. Currently, we work in lovable.dev and use GitHub. You need to know GitHub. You can have worked with lovable-adjacent tools.What You’ll DoExecute on a product roadmap, given access to robust AI-tooling.Develop and optimize AI-integrated web application featuresParticipate in daily check-ins and implement feedback in real timeDeploy and test incremental updates to maintain a high-velocity iteration cycleCollaborate with technical leadership on AI-powered solutionsReview code in GitHub and pass to other team members with clarity.Have an eye for design. You don’t need to be an expert, but that’s a skill we need for anyone helping develop with us right now.Have an eye for user flow. Again, you don’t need to be an expert, but it’s helpful if you have some taste in this area.What You’ll Need (Qualifications)At least 1+ year of experience in software development (exposure in college is fine)Experience with AI-assisted coding tools (lovable in particular is what we’re using, Replit, GitHub Copilot, OpenAI Codex, Tabnine, ChatGPT’s reasoning models, etc.)Basic knowledge of modern frontend and backend technologies (e.g., React, Next.js, Node.js, Python, or similar)Agile development mindset with experience in rapid iteration cyclesFamiliarity with version control (Git) and collaborative software developmentAbility to work autonomously while maintaining close collaboration during work hoursBonus: Experience integrating LLMs, AI models, or automation into web applicationsA growth mindsetA desire to craft a platform for learner-centered experiences and a willingness to learn about a learner-centered approach to education if this concept feels newer to youHas experience consulting or in working on projects.Our Shared Values & Work CultureAt sideby, we are more than just a development team—we are a learning community that values curiosity, adaptability, and transparency. As an AI Engineer working with us, you will be joining an early-adopter network that embraces AI-assisted innovation in education technology.We believe in:Learning as Progress – We prioritize continuous learning and improvement without compromising excellence.Transparency & Trust – We share our processes and decision-making openly, ensuring collaboration and accountability.Sustainability & Adaptability – We design systems and workflows that are durable, flexible, and scalable.Feedback Culture – We expect honest, kind, and specific feedback to help us grow.AI-Forward Development – We are early adopters and critical consumers of AI technology, using it responsibly to accelerate innovation in teaching and learning.How We WorkWe work fast, but we work nerdy – Every day is an opportunity to iterate, build, and refine in real time.We expect conflict, and we address it constructively – Meaningful work means honest conversations and moving forward together.We celebrate wins and acknowledge learning – Every iteration matters, and we value progress over perfection.Why This Matters for the RoleAn AI Engineer at sideby isn’t just coding; they are collaborating, experimenting, and shaping the future of AI-driven learning tools. This means working in an iterative cycle with rapid feedback, engaging in daily collaboration, and ensuring that technology aligns with our mission to amplify educators' work through AI.Why Join Us?Work in an innovative AI-powered development environmentFlexible remote role with a structured schedule for collaboration at this stage in the business for this specific contractor roleFast-paced, high-iteration product development cultureOpportunity to contribute AI-driven innovations to an impactful edtech productsideby is an equal opportunity employer. We celebrate diversity and are committed to fostering an inclusive workplace. We do not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, veteran status, or any other intersectional identity.
"
4150881738,ITHAKA,"Jr Software Engineer (Part-Time, Fixed Term)",United States,Entry level,2025-02-11 23:18:59,https://www.linkedin.com/jobs/view/jr-software-engineer-part-time-fixed-term-at-ithaka-4150881738?trk=public_jobs_topcard-title,"
          ITHAKA’s mission is to expand access to knowledge and education around the world. Our services — Artstor, JSTOR, Portico, and Ithaka S+R — enable people everywhere to learn, to grow, and to overcome historical barriers to education. In carrying out our mission, as employees we feel a deep responsibility to each other and our well-being, and are committed to building and sustaining a diverse, equitable, and inclusive workplace.The RoleITHAKA is seeking a Junior Software Engineer to work part time for 8 weeks and be a part of our JSTOR development team while we work on critical projects related to generative AI and helping users change the way they do research.ResponsibilitiesThe successful candidate will have a high degree of intellectual curiosity, excellent problem-solving skills, and strong communication and interpersonal skills. We look for candidates that possess a passion for continuous improvement and the ability to optimize code for clarity and reliability as well as performance.As a Junior Software Engineer, you will be expected to:Participate as an empowered member of a collaborative Agile team to design, develop, and maintain high-performance applications.Leverage continuous deployment and test automation tools in order to deploy application changes to production multiple times per day.Interact with internal and external customers to understand their needs and lead the development of web applications to meet those needs.Implement rich, interactive web applications using the latest technologies, frameworks, and patterns.Leverage web analytics to support Product Discovery and to measure project KPIs.Test, measure, and optimize performance using Application Performance Management tools. Experience And SkillsSome experience building user interfaces with HTML, CSS/SCSS, JavaScript/TypeScript, and React/Vue.Knowledge of server-side applications (Node.js frameworks, Python frameworks, or similar).Knowledge of build tools such as Webpack or Grunt.Willingness and ability to learn new approaches and emerging technology quickly.Familiarity with implementing a responsive design with UI frameworks like Foundation or Bootstrap.Ability to conduct unit testing in JavaScript (Jest or QUnit) and/or PythonKnowledge about accessibility, usability, information architecture, and interaction design principles.Compensation & BenefitsAt ITHAKA we believe in openness and equity. Part of living those values is our commitment to clarity about salary, so candidates know what to expect. The part time salary for this position is $36,6288 - $45,794 per year. Base pay may vary with job-related knowledge, skills, experience, market location, and geography. Our total compensation package includes a no-cost health insurance premium option, an employer-funded retirement plan, and a generous paid time off program for all benefits-eligible staff.Work for ITHAKA We are committed to our organizational values of belonging, evidence, speed, teamwork, and trust. We take inclusion seriously. Belonging is one of our core values, and it shows in our vibrant culture. People from a wide range of backgrounds work at ITHAKA, and we believe that unique perspectives help us realize new insights and build better solutions.We want to work with people who are passionate about ideas like these and who wish to contribute their perspectives and talents to ITHAKA’s mission. We enthusiastically welcome applications from people of all underrepresented backgrounds and credentials. We want to hear your story and include your perspective in the transformative work we aim to do.Learn more about Working at ITHAKA.Apply Now:Although ITHAKA has physical offices in New York and Ann Arbor, Michigan, our employees are distributed across the continental United States. At this time, we’re not considering candidates who are unable to work and reside in the continental U.S.Candidates may apply by submitting an application online through our career site, if you have any questions about your application, please contact us at careers@ithaka.org. ITHAKA is committed to providing reasonable accommodations, if there’s anything we can do to accommodate any portion of the application or hiring process, please contact us at accommodations@ithaka.org.We are proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants receive consideration for employment without regard to race, color, sex, national origin, gender identity, sexual orientation, age, religion, domestic violence victim status, veteran status, disability, history of disability or perceived disability, or other status protected by law. We invite you to read our Equal Employment Opportunity and Affirmative Action Statement. ITHAKA cares about your privacy, learn more about our Applicant Privacy Notice.
        "
4148165059,Relativity,Software Engineering Intern - aiR for Review,United States,Internship,2025-02-11 23:18:59,https://www.linkedin.com/jobs/view/software-engineering-intern-air-for-review-at-relativity-4148165059?trk=public_jobs_topcard-title,"
Posting TypeHybrid/RemoteJob OverviewAre you passionate about AI and transforming the way we handle document reviews? If so, aiR for Review is the place for you! This innovative tool uses the latest in generative AI to transform document review processes through simulating human reviewers, and we're looking for talented individuals to help us push the boundaries even further. As an intern, you'll work alongside our expert team, contributing to the refinement and enhancement of our existing solution. If you're excited about working with the latest technology and making a real impact in the legal industry, this team is for you!Job Description And RequirementsYour Role in Action:Utilize new technologies and popular programming languages to design, build, and test our platform and applications. Work on scalable and dynamic web systems that support integration with multiple search engines, clustering technologies, and client component interaction through web services. Learn to build highly distributable systems composed of multiple databases, processing, and web servers. Participate in the SCRUM process. Troubleshoot and resolve issues. Your SkillsCurrent or recent student pursuing a bachelor's or master's degree in Computer Science, Math, or a related field. Passion for web development. Desire to work with the Agile development methodology. Strong team player. What You'll GainHands-on experience writing code in a large codebase. Opportunity to learn new programming languages such as C# and JavaScript. Experience working in an Agile environment. Enhanced technical skills with a strong emphasis on testing. Join us at Relativity and be part of a dynamic team that is at the forefront of legal tech innovation. Apply now to make a real impact in the legal industry!Relativity is committed to competitive, fair, and equitable compensation practices.This position is eligible for total compensation which includes a competitive base salary, an annual performance bonus, and long-term incentives.The expected salary range for this role is between following values:$48,000 and $63,000The final offered salary will be based on several factors, including but not limited to the candidate's depth of experience, skill set, qualifications, and internal pay equity. Hiring at the top end of the range would not be typical, to allow for future meaningful salary growth in this position.
        "
